ActorCountryCode,EventRootCode,EventCount,AvgGoldScore,AvgTone
ARM,01,15358,0.07756869384500098,2.3531792074624009
ARM,02,5753,2.9824265600556226,2.2684930816062803
ARM,03,15286,4.2446094464151489,2.9119189193554318
ARM,04,52543,2.7498677273661576,2.68293332587361
ARM,05,16853,5.5785023438812527,3.6792571495486741
ARM,06,4286,6.5265515634293667,1.3597973840377329
ARM,07,2155,7.5088631098452963,2.8933967198822859
ARM,08,3164,7.0647914032869785,1.4839884618149
ARM,09,989,-2.0,1.1261193604905317
ARM,10,1462,-4.9521203830369354,2.285265622254629
ARM,11,5567,-2.0,1.4621768736180309
ARM,12,3481,-4.1789715598965813,1.0840081429806641
ARM,13,1275,-5.3014901960784337,-0.38515071785183147
ARM,14,1799,-6.5411339633129515,0.91249078450496091
ARM,15,479,-7.2,2.3299687765758708
ARM,16,1009,-5.1387512388503449,2.3356925418800354
ARM,17,2805,-5.357361853832443,0.45197569829735745
ARM,18,998,-9.330661322645291,0.016425846762681818
ARM,19,10080,-9.9495039682539677,0.5845388370475163
ARM,20,289,-9.9948096885813147,1.1757184176379447
ATG,01,102,-0.09509803921568627,4.6729695229728438
ATG,02,51,2.9666666666666668,2.7645838750032992
ATG,03,132,4.0939393939393929,4.2508686163952545
ATG,04,389,2.7313624678663238,3.7648956203428945
ATG,05,104,6.0019230769230765,5.5025716119842887
ATG,06,12,6.2666666666666657,3.537674256310444
ATG,07,31,7.3903225806451642,4.7788267384843781
ATG,08,30,6.8,2.2639668565298781
ATG,09,14,-2.0,3.1429724449907721
ATG,10,10,-5.0,5.1823253904482538
ATG,11,52,-2.0,3.9692059330664193
ATG,12,17,-4.2352941176470589,5.7078279127454685
ATG,13,10,-4.8199999999999994,2.0559075715502479
ATG,14,4,-7.0,3.6668284772188722
ATG,15,8,-7.2000000000000011,5.4251020087884472
ATG,16,6,-5.0,5.5710410025586512
ATG,17,37,-5.0,3.7121728932407634
ATG,18,3,-9.0,2.6424826236387795
ATG,19,38,-9.973684210526315,3.1875714599489213
AZE,01,15332,0.060292199321291359,2.9074656295171586
