ActorCountryCode,EventRootCode,EventCount,AvgGoldScore,AvgTone
KEN,18,20940,-9.245749761222541,-0.19444119720533848
KEN,19,101120,-9.9695114715189881,-0.57797941184675161
KEN,20,837,-9.978494623655914,-1.8696158276102912
KOR,01,158037,0.07499066675379043,2.0753009371093238
KOR,02,80971,2.9822998357498487,2.1843948151015051
KOR,03,189121,4.1868126754082553,3.053651526160857
KOR,04,617161,2.9804640928007289,2.790546706398259
KOR,05,135172,4.91983398944014,3.4005928601819435
KOR,06,59103,6.4524305029125282,2.0008795364865275
KOR,07,29801,7.3451058691161819,2.5503831273270383
KOR,08,42804,6.7289972899729,2.1056320256218255
KOR,09,20156,-2.0,1.4256449645504987
KOR,10,17350,-4.9439597897047776,1.7159825196037808
KOR,11,88826,-2.0,1.1854764578427042
KOR,12,34473,-4.1247933165085717,1.1863064422144309
KOR,13,29790,-5.285478348896854,0.4069796935343043
KOR,14,12608,-6.5526649746192893,0.6758345099055183
KOR,15,22692,-7.1999999982012648,0.047346526933782725
KOR,16,18593,-5.5521647932017446,1.0293127253986265
KOR,17,45540,-5.2561396573937458,0.44289006241251366
KOR,18,14976,-9.3240852029914532,0.5284670585399176
KOR,19,78484,-9.9690382753172617,0.59196215327840962
KOR,20,244,-9.8299180327868854,0.35903417302959112
PRK,01,183947,-0.003779893111626765,1.0882450263672603
PRK,02,97158,2.817262603191895,1.4202048910061218
PRK,03,112361,4.1953453600176935,2.7345910894271861
PRK,04,444101,3.1705391340806486,2.7225974098712529
PRK,05,97120,4.40610481892722,2.7087201226013806
PRK,06,28968,6.367495167387089,0.85147004567820683
PRK,07,24037,7.3537920706967537,2.7592705949355945
PRK,08,41242,6.3687260559623686,1.177286191084856
PRK,09,22857,-2.0,1.4354601132170781
PRK,10,24935,-4.883473299312894,0.72485072410659168
PRK,11,110751,-2.0,0.084763711449250476
PRK,12,37374,-4.17271365120137,0.78940119506629
PRK,13,61817,-5.0933950218562991,-0.71910435642446091
PRK,14,6070,-6.60164744645799,0.84039386174843977
PRK,15,17310,-7.1999999986777574,-0.52979425131519153
PRK,16,50257,-6.7202419563386995,-0.24072766490702865
PRK,17,42602,-5.2094596497727457,-0.40608056109889856
PRK,18,19606,-9.3312506375599309,0.43766405921548396
PRK,19,57410,-9.9590837833130124,-0.56081957585469167
PRK,20,82,-9.75609756097561,0.051178115830657123
RWA,01,35810,-0.082139067295808707,2.5420650353245131
RWA,02,17134,2.9155538695291594,2.6271484160034619
RWA,03,26538,4.2073404174929445,3.7195256291930878
RWA,04,111580,2.6896361354500362,3.058949674831096
RWA,05,35587,4.965279456123147,3.8678694358467212
RWA,06,8443,6.4106597182565128,2.7640700150169235
RWA,07,9804,7.39872501036528,3.0565149754767336
RWA,08,15234,6.5689904161743469,1.417490211565303
RWA,09,4122,-2.0,1.2595018203985264
RWA,10,4106,-4.9780755176613889,2.74282334192287
RWA,11,31570,-2.0,1.8507638011255549
RWA,12,6346,-4.1024590163934427,2.0672188220601284
RWA,13,3729,-5.1923303837109973,1.7275737409644536
RWA,14,1408,-6.6583806818181817,0.77657288014222592
RWA,15,1318,-7.2,2.8466904134736573
RWA,16,3218,-4.9413921690490987,2.1744742099321335
RWA,17,29157,-5.0521932983503071,0.92908628930348425
RWA,18,4699,-9.3581613109172164,0.70252662896065
RWA,19,24355,-9.949538082529255,1.6547766990331312
RWA,20,1992,-9.9962349397590362,-3.0565631538925429
SDN,01,24527,-0.021294899496081675,2.8606989399992195
SDN,02,14635,2.9169388452438016,3.2957468682494637
SDN,03,19191,4.2657652024287076,3.9483227801562633
SDN,04,75499,2.8373210240677347,3.3731791126511088
SDN,05,24859,4.8408503963268315,4.2956703340101532
SDN,06,5631,6.29770911043479,2.4377944062581265
SDN,07,9687,7.536234128272139,3.0730666335121928
SDN,08,9386,6.9787982101001491,2.342611335753213
SDN,09,2032,-2.0,2.679578819135171
SDN,10,4603,-4.976102541820552,2.8252804221275034
SDN,11,18556,-2.0,2.0040356948415
SDN,12,5415,-4.1841181902123727,2.5018750864511214
SDN,13,3472,-5.2063364056123582,2.7074201068116932
SDN,14,1375,-6.6527272727272724,2.0559016964053534
SDN,15,1335,-7.19999999957139,3.8296556324247493
SDN,16,5963,-4.9510984403823519,1.4881613134883807
SDN,17,10364,-5.1712852180257176,0.55753765608071237
SDN,18,3500,-9.108428571428572,1.8970764526509323
SDN,19,17603,-9.9428222462080331,0.90833079424206264
SDN,20,262,-9.986641221374045,0.79945171808838911
SSD,01,23077,-0.048333838885266565,-1.2212964010208802
SSD,02,14855,2.8349040727252617,-0.7811914895868719
SSD,03,15829,4.32753806281989,-0.067514882961706185
SSD,04,64921,2.5770444077107522,-0.65455393789371641
SSD,05,19517,5.0407747094110862,0.14496989718430334
SSD,06,6365,6.301272584536088,-0.95608593849931167
SSD,07,12692,7.6006933503597276,-1.1119022543308887
SSD,08,8624,7.4852736549165124,-1.7095981998503866
SSD,09,1852,-2.0,-1.3137620520241631
SSD,10,3493,-5.0,-1.0992835367667908
SSD,11,15834,-2.0,-1.9638635410660763
SSD,12,4057,-4.13433571604634,-1.2191862490642742
SSD,13,4950,-5.0187474749979319,-2.3433283025460456
SSD,14,1020,-6.8735294117647054,-1.8751893106155844
SSD,15,2667,-7.1999999988557271,-0.65357190386777686
SSD,16,6487,-5.2186218591028162,-1.7785043528568454
SSD,17,5114,-5.31458740704313,-2.7930880660296782
SSD,18,3149,-9.1132105430295329,-3.9829944983427303
SSD,19,28813,-9.9560615000173538,-2.3833401755445305
SSD,20,658,-9.9984802431610937,-2.6405173499945138
SYR,01,414189,-0.039878654428339488,0.066241940723050535
SYR,02,260605,2.872293317522383,0.62752469671475808
SYR,03,271768,4.3354824700644121,0.7298353918672178
SYR,04,1050587,2.8066591342389815,0.75652978053401077
SYR,05,356005,3.8371256027163585,0.62332637531855872
SYR,06,91046,6.472262373147208,-0.11791976398401542
SYR,07,171466,7.4360432980972089,-0.8030123386848198
SYR,08,169935,6.8106275929031685,-0.38551824747695973
SYR,09,51469,-2.0,-0.64359926082377716
SYR,10,64381,-4.98678688014923,0.8246571537326608
SYR,11,314724,-2.0,-0.078277801639376643
SYR,12,114722,-4.2565055113715644,0.2927339935423609
SYR,13,120506,-5.3872305119943977,-0.51394939479637669
SYR,14,43383,-6.57247078348662,0.93339723641999583
SYR,15,31167,-7.1999999979131859,-0.99897184083971313
SYR,16,66688,-5.5394373799969188,1.1957546823552228
SYR,17,139801,-5.5295942088034487,-1.2408185013056421
SYR,18,83534,-9.3431536859242943,-0.900534057864108
SYR,19,632625,-9.9394016992689185,-1.84345273504931
SYR,20,4547,-9.9811963932263037,-0.42720505126598868
TUR,01,352058,0.076276920320644814,0.82174753893936547
TUR,02,166083,2.8733067201518545,1.2376414840331826
TUR,03,284293,4.1887587804928019,2.0496954840910733
TUR,04,1110905,2.7658455942632023,1.7335079686958625
TUR,05,293894,4.6237442753370619,2.3501967909179142
TUR,06,78066,6.3934978097803521,1.1509507033847552
TUR,07,57833,7.3408434635710851,1.0285905490630829
TUR,08,114042,6.287087213482752,0.38228902688948468
TUR,09,33173,-2.0,-0.076629555042749944
TUR,10,48006,-4.9831271091113614,0.681169379607219
TUR,11,214917,-2.0,-0.82113745938238814
TUR,12,65456,-4.15745083958502,0.90888208119541913
TUR,13,54161,-5.0614759706019941,-0.54788959804285109
TUR,14,34869,-6.5913418796065271,0.049096098451306178
TUR,15,20067,-7.1999999983081384,-0.96861602542989866
TUR,16,35226,-5.177510929378399,-0.287681184989628
TUR,17,141719,-5.3001629985924321,-1.1787397212319237
TUR,18,43754,-9.4308520363852448,-1.3744591377532225
TUR,19,239549,-9.9423437376069188,-1.3718316860072097
TUR,20,1858,-9.98762109795479,-0.61117514693969011
TWN,01,32098,0.04304629575111342,-0.039631435527313005
TWN,02,16704,2.9932112068958387,0.052505405529798092
TWN,03,28396,4.2452986333349712,0.96537533540663634
TWN,04,102747,2.5559043085313933,0.579191908899941
TWN,05,30714,4.6988897572692654,1.3095578776956107
TWN,06,13265,6.3259404451245889,0.21700843276546289
TWN,07,5841,7.3251669244516417,0.19986385205800747
TWN,08,10400,5.9120192307692312,-0.51816339116502119
TWN,09,3800,-2.0,-1.3179202168297908
TWN,10,3954,-5.0,-0.35723600094679203
TWN,11,18280,-2.0,-1.2718594625305606
TWN,12,6929,-4.1333525761293117,-0.61426594331989981
TWN,13,5197,-4.7954974025677162,-1.2831269210733789
TWN,14,3426,-6.5329830706363108,-1.0513879857251731
TWN,15,1503,-7.1999999997461961,-1.5258834768371909
TWN,16,5055,-4.3244708209693359,-0.26932058879936521
TWN,17,13659,-5.184625521606157,-3.0717409024316185
TWN,18,2453,-9.2953526294333475,-2.2799788156595873
TWN,19,9442,-9.9586951916966751,-1.455656277834191
TWN,20,44,-9.9772727272727266,-2.7982155801188253
TZA,01,32718,0.04574546122257294,2.1529439087190858
TZA,02,15359,3.0012696139692476,2.3686228757638146
TZA,03,30459,4.182629107899813,3.4013026087659877
TZA,04,119739,2.6592046032709495,2.8675896891191224
TZA,05,29798,5.2274246596035407,3.7459404820723408
TZA,06,9908,6.2734356078112086,2.3592950626335871
TZA,07,8982,7.2874526833988851,3.1111629509128793
TZA,08,10117,6.1289908075516459,0.76781099471344694
TZA,09,4328,-2.0,1.2995516115363921
TZA,10,3114,-4.9742847958855672,2.1035402658665037
TZA,11,13863,-2.0,1.06611748381311
TZA,12,3743,-4.1798022976222278,1.222583962540891
TZA,13,3010,-5.06717608011442,1.1026052268322188
TZA,14,1334,-6.5869565217391308,1.1023719591090424
TZA,15,756,-7.200000000000002,1.8404081056122414
TZA,16,1800,-5.4737777777777836,1.5935444383606097
TZA,17,15333,-5.1564468792551041,-0.72069132784304424
TZA,18,2817,-9.3981185658501953,-0.4842665968154341
TZA,19,13834,-9.94911088622235,0.25057139220025942
TZA,20,41,-9.9756097560975618,3.3582453098970042
UGA,01,83017,-0.021212522735230062,2.685080582016278
UGA,02,45421,2.9506021443857029,2.9884808581798419
UGA,03,56037,4.2126077412593137,3.4274690320232164
UGA,04,262271,2.6589844091736663,2.74943901664293
UGA,05,65581,4.741734649055287,3.9697961647671112
UGA,06,17901,6.3160270377448313,2.606635479787613
UGA,07,23903,7.4047358074402858,2.7028289041241966
UGA,08,32040,6.4180087390761544,1.6534056820879033
UGA,09,9041,-2.0,2.020202416831872
UGA,10,11838,-4.9755005491256235,2.7100009383683874
UGA,11,53182,-2.0,1.9256184643049357
UGA,12,12762,-4.1676853157812257,2.3888838125720517
UGA,13,10848,-5.0210730091572486,2.1672019926947721
UGA,14,4533,-6.6491286123979707,1.4392209789092336
UGA,15,3496,-7.1999999996180906,2.4204146567501952
UGA,16,6197,-5.2318541229473334,2.5442613916682193
UGA,17,36699,-5.1842557017798425,0.480334178759896
UGA,18,11552,-9.1800986842105257,1.3426506024413272
UGA,19,51336,-9.94557425588281,1.0943074790585059
UGA,20,440,-9.9670454545454543,1.4079075900390081
UKR,01,201284,-0.047887561850017184,1.2155672865838552
UKR,02,97679,2.905415698366725,1.5974849858726872
UKR,03,159664,4.3031459815278224,2.1369760073367541
UKR,04,503451,2.7473098672706127,2.1077269786609283
UKR,05,178444,4.9076191971677652,2.577339834877129
UKR,06,47940,6.2945556947416232,1.6238459507522458
UKR,07,46655,7.5297738721784429,1.2481022083564568
UKR,08,61309,7.0652595866838475,0.56899089094498978
UKR,09,26706,-2.0,0.497453932210663
UKR,10,30624,-4.9921622415989031,1.4932994184182484
UKR,11,111930,-2.0,0.21433072242547535
UKR,12,45550,-4.1744758472155068,0.987643861978412
UKR,13,28842,-5.0665418488185168,0.91424163243950529
UKR,14,19459,-6.5855131301711287,0.78762466789944308
UKR,15,16680,-7.1999999997827411,0.39268293176252927
UKR,16,35437,-5.8120975251801594,0.34062068784585348
UKR,17,62522,-5.2749688109571808,-0.553501314225593
UKR,18,17426,-9.2026569493859753,-1.1989635639380862
UKR,19,142671,-9.9247149035192859,-1.0486946741016756
UKR,20,743,-9.9838492597577382,-0.24458882661674239
