ActorGeo_CountryCode,MonthYear,EventRootCode,EventCount,AvgGoldScore,AvgTone
ET,198904,05,10,4.35,5.17022444441465
ET,198904,07,1,7.0,3.1413612565445
ET,198904,14,1,-7.5,5.4421768707483
ET,198905,01,1,0.4,4.15879017013232
ET,198905,02,2,3.0,3.9618670298378103
ET,198905,04,18,2.6500000000000004,4.7476654201537904
ET,198905,07,3,8.0,4.1990938993359377
ET,198905,11,3,-2.0,5.5706727135298566
ET,198905,16,3,-7.0,0.0
ET,198905,17,1,-5.0,2.27920227920228
ET,198906,01,2,0.0,2.8536308123397403
ET,198906,02,1,3.0,2.0979020979021
ET,198906,03,1,5.2,5.29801324503311
ET,198906,04,14,2.5642857142857141,7.166518048164038
ET,198906,05,1,3.4,8.75
ET,198906,08,2,6.0,2.8536308123397403
ET,198906,09,1,-2.0,2.0979020979021
ET,198906,11,1,-2.0,5.33672172808132
ET,198906,17,1,-5.0,3.84615384615385
ET,198906,19,1,-10.0,4.920049200492
ET,198907,01,9,0.088888888888888892,4.7016364042832617
ET,198907,02,3,1.9000000000000001,4.6818536187137729
ET,198907,03,12,4.0,1.7186984707250037
ET,198907,04,39,2.6846153846153844,4.33448693147739
ET,198907,05,13,4.4692307692307685,5.7623941478288767
ET,198907,08,1,10.0,4.63917525773196
ET,198907,09,1,-2.0,7.3490813648294
ET,198907,11,3,-2.0,5.2893563606458036
ET,198907,12,2,-5.0,2.82485875706215
ET,198907,17,3,-6.3999999999999995,4.2572747340959269
ET,198908,01,3,1.1333333333333333,4.1943967981703834
ET,198908,02,3,1.9000000000000001,2.26070427922134
ET,198908,03,9,4.2666666666666666,5.6672368284329746
ET,198908,04,47,2.2063829787234042,4.327210357499264
ET,198908,05,8,3.9875000000000003,3.5511604509191814
ET,198908,06,3,6.1333333333333329,4.1387269622563734
ET,198908,07,3,7.1333333333333329,3.4245483182338865
ET,198908,09,4,-2.0,3.19986976168627
ET,198908,10,1,-5.0,4.55801104972376
ET,198908,11,2,-2.0,2.6991735920887709
ET,198908,12,3,-4.0,5.4927608428429666
ET,198908,17,2,-5.0,6.5143577058398758
ET,198908,19,3,-9.8333333333333339,5.25017374230299
ET,198909,01,4,0.1,5.809636181308532
ET,198909,02,1,3.0,10.7505070993915
ET,198909,03,5,4.0,8.9975454738000877
ET,198909,04,55,2.859999999999999,3.6447178968797886
ET,198909,05,9,4.9666666666666659,6.1773631540998064
ET,198909,06,2,6.0,2.33918128654971
ET,198909,08,1,7.0,8.43373493975904
ET,198909,12,1,-5.0,4.21052631578947
ET,198909,17,2,-5.0,7.1829691647947751
ET,198909,19,1,-10.0,3.73831775700935
ET,198910,01,2,0.2,9.38523410227804
ET,198910,03,2,5.0,5.08474576271187
ET,198910,04,16,3.1187500000000004,5.7177280821823064
ET,198910,05,6,3.85,7.2891372015566738
ET,198910,08,2,5.0,6.16740088105727
ET,198910,09,1,-2.0,0.0
ET,198910,11,1,-2.0,4.73684210526316
ET,198911,01,6,-0.28333333333333338,6.65119935844113
ET,198911,02,2,3.0,6.875
ET,198911,03,5,4.0,3.4300225954917352
ET,198911,04,10,3.7599999999999993,4.40758944217351
ET,198911,05,9,4.2444444444444445,6.6434683217298964
ET,198911,07,1,7.4,4.65116279069767
ET,198911,12,2,-4.0,2.03252032520325
ET,198911,13,2,-4.4,5.43478260869565
ET,198911,14,1,-6.5,4.5
ET,198911,19,1,-10.0,3.5171862509992
ET,198912,01,6,0.20000000000000004,3.1661979288510138
ET,198912,02,2,3.0,7.70392749244713
ET,198912,03,1,4.0,7.70392749244713
ET,198912,04,23,2.3304347826086955,5.32140516159232
ET,198912,05,4,5.725,3.17036348364459
ET,198912,06,1,6.0,4.53648915187377
ET,198912,07,5,7.24,5.3787187194706245
ET,198912,11,4,-2.0,2.8314595733215726
ET,198912,13,2,-7.0,1.21212121212121
ET,198912,16,2,-5.5,1.6487455197132599
ET,198912,17,1,-5.0,2.22222222222222
ET,199001,01,5,-0.16,6.42776511898514
ET,199001,02,2,3.0,6.18556701030928
ET,199001,03,7,4.2857142857142856,6.098217378555189
ET,199001,04,17,3.0352941176470587,4.2875948798006034
ET,199001,05,4,3.425,7.9554575790371178
ET,199001,07,2,7.2,8.56802983539093
ET,199001,11,1,-2.0,6.2200956937799
ET,199001,16,2,-4.8,5.3909465020576146
ET,199001,17,3,-5.0,4.742385558912857
ET,199001,19,4,-10.0,2.344979363832465
ET,199002,01,6,-0.33333333333333331,2.8353303163533128
ET,199002,03,11,4.0,4.2987717545220248
ET,199002,04,10,2.14,4.4546680585393457
ET,199002,05,4,5.725,6.1092365929036774
ET,199002,08,1,5.0,5.99022004889976
ET,199002,10,2,-5.0,4.77944534080185
ET,199002,12,2,-4.5,4.27086327488742
ET,199002,16,1,-7.0,4.83701366982124
ET,199002,18,1,-9.0,5.99022004889976
ET,199002,19,1,-10.0,4.24710424710425
ET,199003,01,4,0.0,4.9048959210506853
