ActorCountryCode,MonthYear,EventRootCode,EventCount,AvgGoldScore,AvgTone
ERI,198907,05,6,3.4,4.13979859524414
ERI,198907,07,2,8.3,5.45454545454545
ERI,198907,10,1,-5.0,7.5
ERI,198907,11,2,-2.0,3.96039603960396
ERI,198907,13,2,-7.0,5.45454545454545
ERI,198908,01,7,0.057142857142857148,5.9619623948328657
ERI,198908,02,2,1.35,6.89309900702148
ERI,198908,03,2,4.0,3.6931818181818148
ERI,198908,04,4,6.0,8.0408190400212689
ERI,198908,05,4,3.425,8.8564437391688884
ERI,198908,07,3,7.0,2.50696378830084
ERI,198908,08,1,5.0,7.9646017699115
ERI,198908,18,1,-9.0,5.81222056631893
ERI,198908,19,1,-10.0,5.81222056631893
ERI,198909,01,4,-0.30000000000000004,4.83558994197292
ERI,198909,02,1,4.0,8.42696629213483
ERI,198909,03,2,5.2,7.45967741935484
ERI,198909,04,21,5.4142857142857137,6.4432148835450436
ERI,198909,05,3,3.4333333333333336,9.25997511774638
ERI,198909,06,2,6.0,2.38095238095238
ERI,198909,11,2,-2.0,6.99708454810496
ERI,198909,19,2,-10.0,7.06214689265537
ERI,198910,01,4,0.0,3.0541958924156027
ERI,198910,02,3,0.80000000000000016,4.4079226526035038
ERI,198910,04,35,4.4628571428571426,5.9792012921085425
ERI,198910,05,8,3.425,7.3327577108260984
ERI,198910,07,1,7.0,5.53116769095698
ERI,198910,11,4,-2.0,2.25563909774436
ERI,198910,15,1,-7.2,6.43564356435644
ERI,198910,16,2,-8.0,0.0
ERI,198910,19,2,-10.0,4.8203783660264348
ERI,198911,01,1,-0.4,3.74414976599064
ERI,198911,03,5,4.0,4.9393687707641174
ERI,198911,04,18,5.0,4.4955988358609131
ERI,198911,05,3,3.4333333333333336,5.77863577863578
ERI,198911,11,5,-2.0,5.2222835079977958
ERI,198911,16,2,-7.0,2.55681818181818
ERI,198911,19,6,-10.0,5.1952850609598018
ERI,198912,02,2,3.0,8.58644859813084
ERI,198912,04,7,4.6000000000000005,5.1518007421632843
ERI,198912,11,5,-2.0,5.2679592170038037
ERI,198912,12,2,-4.0,6.58949243098842
ERI,198912,16,2,-7.0,4.45859872611465
ERI,198912,17,1,-5.0,8.58644859813084
ERI,198912,18,1,-9.0,3.38983050847458
ERI,198912,19,4,-10.0,5.7157697456492649
ERI,199001,01,10,-0.08,3.2400730056980023
ERI,199001,02,6,3.0,5.4641723338091781
ERI,199001,03,6,4.0,3.254776382030967
ERI,199001,04,1,2.8,7.34265734265734
ERI,199001,07,3,7.4000000000000012,6.0585720271584131
ERI,199001,10,1,-5.0,9.09090909090909
ERI,199001,17,2,-9.2,3.36391437308868
ERI,199001,18,2,-9.0,3.36391437308868
ERI,199001,19,6,-10.0,4.34807000067176
ERI,199002,01,8,-0.15000000000000002,4.488940350519588
ERI,199002,02,3,3.0,6.45933014354067
ERI,199002,03,5,4.7200000000000006,4.3414411609231225
ERI,199002,04,24,3.6166666666666667,4.2450317553596131
ERI,199002,05,4,3.4,5.12531526459087
ERI,199002,06,4,6.0,5.8428798495817924
ERI,199002,07,2,7.2,5.97611311144287
ERI,199002,08,8,5.5,5.4567197575829072
ERI,199002,11,10,-2.0,4.5401860601466426
ERI,199002,13,1,-4.4,3.29218106995885
ERI,199002,16,2,-5.6,5.26315789473684
ERI,199002,17,5,-5.0,4.89790845850386
ERI,199002,18,1,-9.0,3.07692307692308
ERI,199002,19,19,-9.973684210526315,2.76892594634671
ERI,199003,01,4,0.4,3.5256410256410224
ERI,199003,02,3,3.0,7.1241740491721428
ERI,199003,03,3,4.0,7.117798295274639
ERI,199003,04,19,3.8842105263157891,5.3904397869960787
ERI,199003,07,9,7.3111111111111109,5.2476204797970736
ERI,199003,08,2,9.0,5.9210526315789451
ERI,199003,11,3,-2.0,3.88768898488121
ERI,199003,12,1,-4.0,5.35714285714286
ERI,199003,17,1,-5.0,4.38184663536776
ERI,199003,19,11,-10.0,6.052055768933136
ERI,199004,01,11,0.036363636363636369,4.9899987114417019
ERI,199004,02,2,3.0,2.15643274853801
ERI,199004,03,2,4.0,4.60928901606868
ERI,199004,04,5,5.9799999999999995,5.513028945205602
ERI,199004,05,1,3.4,8.65800865800866
ERI,199004,06,1,6.0,7.28801681850035
ERI,199004,07,1,7.4,2.92397660818713
ERI,199004,08,3,5.0,6.0853067247558128
ERI,199004,09,1,-2.0,7.29613733905579
ERI,199004,11,2,-2.0,3.171379783600905
ERI,199004,12,1,-4.0,6.10169491525424
ERI,199004,17,2,-5.0,2.34375
ERI,199004,18,1,-9.0,0.0
ERI,199004,19,20,-9.825,2.9419068642984816
ERI,199005,01,6,-0.13333333333333333,5.3506914015347347
ERI,199005,02,2,3.0,5.04774897680764
ERI,199005,03,2,4.0,6.36042402826855
ERI,199005,04,7,1.9,4.9224364458319076
ERI,199005,05,1,3.4,7.86516853932584
ERI,199005,07,6,7.4000000000000012,5.7377369314986408
ERI,199005,10,6,-5.0,4.5018583000576813
ERI,199005,12,10,-4.0,4.7296439544983357
ERI,199005,17,1,-5.0,5.38373424971363
ERI,199005,19,31,-9.9193548387096779,3.9509239910503213
ERI,199006,01,3,0.0,4.63095238095238
ERI,199006,02,2,3.0,8.1811862835959257
ERI,199006,03,3,5.0,5.4046468829077527
ERI,199006,04,8,2.95,6.5149572649572676
ERI,199006,05,2,3.4,7.45098039215686
ERI,199006,06,1,6.0,8.28571428571428
ERI,199006,07,2,7.4,7.78816199376947
ERI,199006,11,10,-2.0,3.8698143875349134
ERI,199006,12,3,-4.0,8.8071314700247143
ERI,199006,19,20,-9.95,4.7553181219312615
ERI,199007,03,1,5.2,4.11522633744856
ERI,199007,04,6,1.5999999999999999,6.4649046101657417
ERI,199007,05,6,3.4333333333333336,4.1584158415841594
ERI,199007,07,8,7.3500000000000005,5.0434383821665989
ERI,199007,08,1,5.0,5.3014553014553
ERI,199007,11,3,-2.0,3.0193236714975833
ERI,199007,12,4,-4.0,6.11259786791702
ERI,199007,13,1,-4.4,7.95454545454545
ERI,199007,18,1,-9.0,6.38297872340426
ERI,199007,19,3,-9.8333333333333339,4.6355988492487006
ERI,199008,01,5,0.32,6.1372629747621561
ERI,199008,03,1,7.0,8.04733727810651
ERI,199008,04,5,2.7399999999999998,6.2067341652931507
ERI,199008,05,2,3.4,7.3813839534698449
ERI,199008,11,1,-2.0,5.83941605839416
ERI,199008,12,3,-4.0,9.03679653679654
ERI,199008,19,9,-10.0,4.6484891055380944
ERI,199009,04,3,1.8999999999999997,2.05915757246556
ERI,199009,08,2,7.0,8.84955752212389
ERI,199009,11,1,-2.0,1.14068441064639
ERI,199009,19,4,-10.0,1.5908074256318525
ERI,199010,01,2,-0.4,5.6818181818181852
ERI,199010,03,1,4.0,5.77181208053691
ERI,199010,04,7,6.3999999999999995,3.06696992060497
ERI,199010,06,1,6.0,1.6260162601626
ERI,199010,07,3,7.4000000000000012,5.3722132222479368
ERI,199010,08,1,5.0,1.6260162601626
ERI,199010,17,2,-5.0,1.33333333333333
ERI,199010,19,6,-10.0,2.3137912120962985
ERI,199011,01,2,0.0,2.45398773006135
ERI,199011,03,1,4.0,11.1111111111111
ERI,199011,04,15,5.2399999999999993,4.9527684738550191
ERI,199011,05,2,3.45,8.4602552944589444
ERI,199011,07,5,7.4,3.4445545021461257
ERI,199011,08,1,7.0,11.1111111111111
ERI,199011,11,1,-2.0,5.75916230366492
ERI,199011,12,1,-4.0,5.88235294117647
ERI,199011,17,2,-5.0,5.80939947780679
ERI,199011,18,1,-9.0,1.61290322580645
ERI,199011,19,9,-9.9444444444444446,4.8829212583037327
ERI,199012,04,13,4.4076923076923071,7.06321764152089
ERI,199012,05,2,3.5,7.14285714285714
ERI,199012,10,1,-5.0,1.75438596491228
ERI,199012,17,1,-5.0,4.39024390243902
ERI,199012,19,1,-10.0,1.0752688172043
ERI,199101,01,2,0.0,6.1122661122661155
ERI,199101,03,3,4.0,2.77777777777778
ERI,199101,04,13,2.2923076923076922,4.5094502676763968
ERI,199101,05,2,8.0,10.7142857142857
ERI,199101,07,4,7.4,3.7958242362304704
ERI,199101,09,1,-2.0,1.69491525423729
ERI,199101,10,2,-5.0,7.4792243767313
ERI,199101,11,3,-2.0,7.0218002812939533
ERI,199101,17,1,-5.0,1.25
ERI,199101,19,1,-10.0,2.77777777777778
ERI,199102,01,5,-0.32,4.7594198969910568
ERI,199102,02,1,3.0,5.69259962049336
ERI,199102,03,3,4.0,5.69259962049336
ERI,199102,04,5,7.0,4.73258524357338
ERI,199102,08,2,10.0,5.69259962049336
ERI,199102,11,7,-2.0,5.839978685549835
ERI,199102,17,3,-5.666666666666667,5.983663538408063
ERI,199102,19,6,-10.0,2.4293688767372967
ERI,199103,01,1,0.4,5.40540540540541
ERI,199103,02,1,3.0,5.83244962884411
ERI,199103,03,2,7.0,5.57142857142857
ERI,199103,04,5,5.9799999999999995,3.4983795970128257
ERI,199103,05,3,3.4,1.13960113960114
ERI,199103,07,1,7.4,4.60992907801418
ERI,199103,11,2,-2.0,5.93220338983051
ERI,199103,17,1,-5.0,4.32330827067669
ERI,199103,19,14,-9.9285714285714288,3.8532249784053207
ERI,199104,03,5,4.4799999999999995,5.8654238252540711
ERI,199104,04,16,3.41875,3.651239240635527
ERI,199104,07,3,7.4000000000000012,5.0727659184981029
ERI,199104,08,2,9.0,5.01174628034456
ERI,199104,11,2,-2.0,3.4437229437229453
ERI,199104,12,2,-4.0,3.74531835205993
ERI,199104,14,2,-6.5,5.01174628034456
ERI,199104,16,2,-4.0,3.74531835205993
ERI,199104,17,2,-5.0,3.4084809447128297
ERI,199104,18,2,-9.0,3.09278350515464
ERI,199104,19,8,-10.0,5.9112456514677678
ERI,199105,01,7,0.2857142857142857,5.5107185928380114
ERI,199105,02,17,3.0,4.4382195171878287
ERI,199105,03,24,4.5083333333333337,6.1504434377141948
ERI,199105,04,43,4.3418604651162784,5.237966192654631
ERI,199105,05,36,3.4083333333333328,6.3116459160973406
ERI,199105,06,14,6.2,5.8037109178832846
ERI,199105,08,12,6.333333333333333,5.5146671732835975
ERI,199105,10,14,-5.0,4.7469173662896633
ERI,199105,11,4,-2.0,6.0677130985740222
ERI,199105,13,7,-6.2571428571428571,4.92309030964791
ERI,199105,15,2,-7.2,5.47132498352011
ERI,199105,16,4,-4.0,4.8439303562254352
ERI,199105,17,12,-5.0,4.8465925977230793
ERI,199105,19,31,-9.935483870967742,5.3195240230905068
ERI,199106,01,7,0.1142857142857143,5.5400215953125223
ERI,199106,02,14,3.0714285714285716,5.8114296439150337
ERI,199106,03,7,4.0,5.5265065018822712
ERI,199106,04,30,2.55,4.8194306726499869
ERI,199106,05,7,4.8857142857142861,5.6057469100947372
ERI,199106,07,5,7.32,2.9362646059485362
ERI,199106,08,1,7.0,5.12351326623971
ERI,199106,10,2,-5.0,2.878879174464585
ERI,199106,11,4,-2.0,4.94654935228706
ERI,199106,13,1,-4.4,3.26295585412668
ERI,199106,16,6,-4.5,5.2439341242602131
ERI,199106,17,8,-5.0,4.7697623485541207
ERI,199106,19,5,-10.0,3.9138124585618725
ERI,199107,01,6,0.0,5.3270682809513943
ERI,199107,02,3,3.0666666666666664,5.73871522073743
ERI,199107,03,12,4.3999999999999995,5.7352520306807149
ERI,199107,04,29,3.3896551724137924,4.4181612625997762
ERI,199107,05,7,3.4285714285714284,6.3446394459134314
ERI,199107,07,4,7.3000000000000007,7.23781490860026
ERI,199107,10,1,-5.0,6.60980810234542
ERI,199107,12,1,-4.0,1.23456790123457
ERI,199107,15,1,-7.2,6.90936106983655
ERI,199107,16,3,-4.0,7.0876944042484462
ERI,199107,18,1,-9.0,3.78787878787879
ERI,199107,19,5,-9.6,4.2855441923917459
ERI,199108,01,9,-0.66666666666666663,3.4756207065611946
ERI,199108,02,1,3.0,6.89265536723164
ERI,199108,03,5,4.68,3.1747962182744778
ERI,199108,04,28,2.5321428571428561,4.677140450343968
ERI,199108,05,7,3.4142857142857141,7.5418410384109364
ERI,199108,08,7,6.4285714285714288,3.805607877288594
ERI,199108,09,2,-2.0,5.54686265212581
ERI,199108,10,1,-5.0,6.89265536723164
ERI,199108,11,3,-2.0,5.28183837178467
ERI,199108,12,3,-4.0,6.61477731222843
ERI,199108,16,1,-4.0,6.89265536723164
ERI,199108,19,2,-10.0,6.89265536723164
ERI,199109,01,6,0.0,9.24352115411374
ERI,199109,02,5,3.08,4.7818797254120406
ERI,199109,03,3,7.0,2.0270270270270272
ERI,199109,04,15,4.86,5.4809543966774985
ERI,199109,05,11,4.2636363636363628,8.0791809395255232
ERI,199109,08,9,7.0,5.5581476014621023
ERI,199109,09,2,-2.0,5.3921568627451
ERI,199109,17,3,-5.0,6.1728395061728394
ERI,199110,01,2,-0.2,8.00529146426093
ERI,199110,02,4,3.35,6.4395917210410811
ERI,199110,03,4,4.0,2.277359326539655
ERI,199110,04,16,2.8187499999999996,3.2356042857053731
ERI,199110,07,2,7.2,6.71140939597315
ERI,199110,08,3,7.0,5.9322033898305095
ERI,199110,09,2,-2.0,3.24324324324324
ERI,199111,01,1,0.0,2.08333333333333
ERI,199111,02,2,3.0,7.9136690647482
ERI,199111,03,17,4.117647058823529,6.1275154249656145
ERI,199111,04,20,3.85,2.0478555220140184
ERI,199111,05,5,8.0,6.2764833799316575
ERI,199111,07,1,7.4,5.69620253164557
ERI,199111,09,2,-2.0,6.18556701030928
ERI,199111,11,2,-2.0,6.58545356468579
ERI,199112,01,2,0.0,4.1958041958042
ERI,199112,03,8,4.0,4.3067890129485278
ERI,199112,04,39,4.4076923076923071,5.0232734999646409
ERI,199112,05,8,4.5625,5.1629401674785029
ERI,199112,06,1,6.0,12.2699386503067
ERI,199112,07,1,7.0,12.2699386503067
ERI,199112,08,2,7.0,4.43037974683544
ERI,199201,01,5,0.0,3.0669587014669291
ERI,199201,03,5,4.0,5.7682836374425177
ERI,199201,04,33,2.5545454545454542,5.7868124630226871
ERI,199201,05,6,4.9833333333333334,5.8866474186730349
ERI,199201,07,5,7.0,7.67677555157091
ERI,199201,08,2,7.0,4.41176470588235
ERI,199201,09,2,-2.0,5.91715976331361
ERI,199201,10,1,-5.0,4.73876063183475
ERI,199201,19,2,-10.0,5.91715976331361
ERI,199202,04,13,1.6230769230769231,4.3141380209850437
ERI,199202,06,3,6.4000000000000012,6.25
ERI,199202,07,2,7.4,1.82926829268293
ERI,199202,08,3,7.0,3.82513661202186
ERI,199202,19,3,-10.0,5.63198773549225
ERI,199203,03,5,4.0,4.6972949763847129
ERI,199203,04,23,3.1260869565217395,4.5210939432868154
ERI,199203,07,8,7.4,6.14457831325301
ERI,199203,08,2,7.0,2.91970802919708
ERI,199203,09,3,-2.0,1.19760479041916
ERI,199203,19,1,-10.0,6.14457831325301
ERI,199204,01,3,-0.13333333333333333,5.7387057387057361
ERI,199204,02,1,3.0,1.31578947368421
ERI,199204,03,12,4.083333333333333,5.0310751209485991
ERI,199204,04,16,3.19375,3.613511840045021
ERI,199204,05,3,3.4666666666666668,9.32481153720091
ERI,199204,07,2,7.4,3.2719836400818
ERI,199204,10,1,-5.0,3.58620689655172
ERI,199204,11,1,-2.0,5.81818181818182
ERI,199204,17,2,-5.0,4.76190476190476
ERI,199205,01,4,0.0,4.1025641025641
ERI,199205,02,1,3.0,7.82608695652174
ERI,199205,03,3,4.0,7.0
ERI,199205,04,17,2.835294117647059,6.9515304617642029
ERI,199205,05,8,5.85,7.7328042328042352
ERI,199205,07,3,7.0,8.7155658811815453
ERI,199205,09,1,-2.0,5.63985113083309
ERI,199206,01,2,0.4,8.77862595419847
ERI,199206,02,1,3.0,7.2992700729927
ERI,199206,04,16,2.25625,4.683488798837832
ERI,199206,05,4,3.4,7.3839694656488524
ERI,199206,08,2,7.0,4.13793103448276
ERI,199206,11,1,-2.0,8.77862595419847
ERI,199206,12,4,-4.0,8.0389480135955846
ERI,199207,01,2,0.2,7.2105263157894752
ERI,199207,04,8,2.0125,7.1235941454898146
ERI,199207,06,3,6.0,3.73134328358209
ERI,199207,07,1,7.0,2.02702702702703
ERI,199208,01,3,0.13333333333333333,4.9368173056328963
ERI,199208,02,1,3.0,10.2272727272727
ERI,199208,03,7,4.3428571428571425,7.7920426890678556
ERI,199208,04,17,3.7529411764705882,4.4651103352364689
ERI,199208,06,2,6.0,5.43478260869565
ERI,199208,07,3,7.4000000000000012,5.7977300657847133
ERI,199208,09,1,-2.0,2.29885057471264
ERI,199209,04,4,3.175,3.84232332085093
ERI,199209,05,2,3.4,9.09090909090909
ERI,199209,08,2,7.0,3.47222222222222
ERI,199209,09,2,-2.0,5.71428571428571
ERI,199209,10,1,-5.0,5.57377049180328
ERI,199209,11,4,-2.0,5.57377049180328
ERI,199209,19,1,-10.0,0.806451612903226
ERI,199210,02,2,3.0,5.154639175257735
ERI,199210,04,15,2.4600000000000004,2.7720901128993907
ERI,199210,06,3,6.0,8.86075949367089
ERI,199211,03,2,4.0,3.51758793969849
ERI,199211,04,11,5.6909090909090914,0.80692272454096
ERI,199211,05,2,3.4,10.1694915254237
ERI,199211,12,1,-5.0,2.69058295964126
ERI,199211,16,1,-7.0,2.69058295964126
ERI,199212,01,1,0.0,8.46560846560847
ERI,199212,03,11,4.0,2.8616404648854425
ERI,199212,04,13,2.9384615384615387,5.2683511901892182
ERI,199212,16,1,-4.0,5.97014925373134
ERI,199301,02,7,3.0,6.27062706270627
ERI,199301,03,11,4.0,5.6515442956224726
ERI,199301,04,43,2.9046511627906972,4.9756135962698238
ERI,199301,05,14,4.5142857142857142,5.1035251478226531
ERI,199301,07,2,7.4,3.91092132352217
ERI,199301,11,2,-2.0,2.83400809716599
ERI,199301,12,1,-4.0,6.86619718309859
ERI,199301,14,11,-6.5,3.0724383157194821
ERI,199301,19,5,-10.0,6.226673180263802
ERI,199302,02,9,3.088888888888889,5.8686094197360541
ERI,199302,04,4,1.9,2.42854474126658
ERI,199302,05,5,6.4,9.6396906244105018
ERI,199302,06,3,6.0,5.4421768707482956
ERI,199302,07,1,7.4,8.92857142857143
ERI,199302,17,2,-5.0,2.7027027027027
ERI,199303,02,1,3.0,3.27868852459016
ERI,199303,03,5,4.0,4.6547020099622056
ERI,199303,04,13,4.1461538461538456,5.2623050824732633
ERI,199303,05,3,3.4,7.6204169662113559
ERI,199303,09,1,-2.0,7.47663551401869
ERI,199304,01,14,-0.057142857142857148,4.0969087320758444
ERI,199304,02,1,3.0,11.1111111111111
ERI,199304,03,21,4.2285714285714286,4.7492635655599535
ERI,199304,04,38,3.0684210526315789,4.2897641168609795
ERI,199304,05,40,4.2525,5.9786513825530267
ERI,199304,07,3,7.8666666666666671,4.19354838709677
ERI,199304,08,1,9.0,6.13718411552347
ERI,199304,10,2,-5.0,0.0
ERI,199304,11,4,-2.0,2.7494775339602944
ERI,199304,14,3,-6.5,0.64516129032258
ERI,199304,18,1,-9.0,5.18417462482947
ERI,199304,19,14,-10.0,4.7583319066808292
ERI,199305,01,10,0.12000000000000002,7.4858433490798717
ERI,199305,02,7,1.1142857142857143,3.4646174484900629
ERI,199305,03,15,4.16,7.3242778664855246
ERI,199305,04,46,2.8521739130434773,6.6379959658581908
ERI,199305,05,76,4.95263157894737,6.6564974292358956
ERI,199305,06,2,6.0,9.87654320987654
ERI,199305,07,6,7.2,8.0973418413499711
ERI,199305,08,4,6.0,3.87961954355854
ERI,199305,10,3,-5.0,10.885053250091838
ERI,199305,12,2,-4.0,8.08823529411765
ERI,199305,19,2,-10.0,10.1694915254237
ERI,199306,01,12,0.0,4.1322798442746915
ERI,199306,03,2,4.0,12.8205128205128
ERI,199306,04,5,4.96,6.41740161565256
ERI,199306,05,23,5.9652173913043471,7.65119295991824
ERI,199306,06,1,6.0,5.55555555555556
ERI,199306,11,3,-2.0,5.5456524792807969
ERI,199306,19,2,-9.5,5.49450549450549
ERI,199307,01,7,0.0,7.2953516910402625
ERI,199307,02,2,3.0,6.93877551020408
ERI,199307,03,7,4.0,10.097674037519186
ERI,199307,04,45,3.4333333333333331,5.0178860970431032
ERI,199307,05,19,5.9473684210526319,8.1894274524019952
ERI,199307,06,2,6.4,9.62962962962963
ERI,199307,09,1,-2.0,1.63934426229508
ERI,199307,19,2,-9.5,2.72108843537415
ERI,199308,01,2,0.0,7.1523433053192349
ERI,199308,03,2,4.0,12.9032258064516
ERI,199308,04,3,2.7999999999999994,3.5774410774410796
ERI,199308,05,5,7.6,7.10006850101105
ERI,199308,09,1,-2.0,5.19480519480519
ERI,199308,10,1,-5.0,4.16666666666667
ERI,199308,18,1,-9.0,5.19480519480519
ERI,199309,01,8,0.0,6.7248812422657931
ERI,199309,02,3,3.0,11.3234253361642
ERI,199309,03,1,4.0,7.71276595744681
ERI,199309,04,17,3.3294117647058821,5.6173145380692766
ERI,199309,05,1,3.4,6.25
ERI,199310,01,4,0.0,9.3238297749233343
ERI,199310,03,9,4.0,10.211362666110185
ERI,199310,04,30,3.17,5.6913353773633135
ERI,199310,05,7,4.5142857142857142,10.564500626804531
ERI,199310,06,2,6.0,13.1578947368421
ERI,199310,07,1,7.4,11.3207547169811
ERI,199310,10,1,-5.0,10.0746268656716
ERI,199311,01,1,0.0,2.24358974358974
ERI,199311,03,10,4.0,4.8777170868347337
ERI,199311,04,24,3.1875,5.2063129738412641
ERI,199311,05,6,6.5,9.170909669617247
ERI,199311,06,3,6.0,7.05882352941176
ERI,199312,01,2,-2.0,1.891377852916315
ERI,199312,03,11,4.0,4.7448410355485553
ERI,199312,04,12,3.8249999999999997,6.887666064168136
ERI,199312,05,5,3.4,12.413247130228257
ERI,199312,08,3,5.0,4.2395659009077535
ERI,199312,11,1,-2.0,3.35195530726257
ERI,199401,01,8,-1.25,6.4680587197856418
ERI,199401,02,2,3.0,3.43137254901961
ERI,199401,03,15,4.5600000000000005,11.119726507990178
ERI,199401,04,66,2.4999999999999991,5.258375586756312
ERI,199401,05,10,5.7799999999999994,9.8683785959263766
ERI,199401,07,5,7.4,4.336754579706378
ERI,199401,08,3,7.0,5.81395348837209
ERI,199401,11,4,-2.0,0.684931506849315
ERI,199401,16,3,-5.0,3.23500457572157
ERI,199401,17,2,-5.0,3.35195530726257
ERI,199401,18,3,-9.0,1.78571428571429
ERI,199401,19,6,-10.0,3.242568550966697
ERI,199402,02,2,3.2,5.3030303030303
ERI,199402,04,26,4.1730769230769225,8.0220967655775244
ERI,199402,07,4,7.3000000000000007,5.970947097700293
ERI,199403,01,2,0.4,4.21052631578947
ERI,199403,03,5,4.4799999999999995,4.61999034282955
ERI,199403,04,19,3.9368421052631577,7.7419970362301305
ERI,199403,05,3,3.4,10.6007067137809
ERI,199404,03,6,4.0,5.2917791779177916
ERI,199404,04,28,3.0571428571428569,4.0789121619895905
ERI,199404,05,12,5.875,8.396674282812894
ERI,199404,07,3,7.0,8.787878787878773
ERI,199405,01,5,-0.4,5.59012226876486
ERI,199405,02,3,3.0,5.8136301904548029
ERI,199405,03,1,4.0,6.89655172413793
ERI,199405,04,14,1.9428571428571428,4.220597779553211
ERI,199405,05,10,5.2399999999999993,5.1350891754425563
ERI,199405,07,6,7.0666666666666664,7.8750705019740534
ERI,199405,11,1,-2.0,6.89655172413793
ERI,199405,16,2,-7.0,6.0
ERI,199405,17,2,-5.0,5.59646539027982
ERI,199405,18,1,-9.0,6.61157024793388
ERI,199406,04,1,1.9,2.22222222222222
ERI,199406,07,1,7.4,2.22222222222222
ERI,199407,01,3,0.0,5.9233449477351909
ERI,199407,02,2,3.0,6.7013223894208895
ERI,199407,03,6,4.0,4.6961325966850866
ERI,199407,04,1,1.0,4.41988950276243
ERI,199407,07,2,7.4,5.42168674698795
ERI,199407,11,2,-2.0,7.65765765765766
ERI,199408,01,10,0.0,3.27868852459016
ERI,199408,03,3,4.0,5.4160368949346962
ERI,199408,04,13,2.7538461538461538,4.3502961984340125
ERI,199408,05,7,6.6857142857142851,5.64181549843516
ERI,199408,06,5,6.8400000000000007,4.9226435694828918
ERI,199408,09,1,-2.0,5.46448087431694
ERI,199408,13,2,-4.4,2.53807106598985
ERI,199409,02,2,4.0,3.87243735763098
ERI,199409,03,3,5.0,5.3968253968254
ERI,199409,04,17,4.5470588235294116,2.9840709245586403
ERI,199409,08,6,7.0,3.27102803738318
ERI,199409,16,5,-7.0,4.7781019656019641
ERI,199410,03,3,4.0,3.8095238095238066
ERI,199410,04,2,1.9,4.64285714285714
ERI,199410,05,2,8.0,7.40740740740741
ERI,199410,08,2,7.0,7.3529411764705905
ERI,199411,01,25,-0.96,3.0231224482783761
ERI,199411,03,14,5.0285714285714294,2.0681486880466458
ERI,199411,04,30,3.0599999999999996,5.2459289280376389
ERI,199411,05,11,5.5090909090909088,5.7637628202144322
ERI,199411,06,4,7.4,4.4642857142857153
ERI,199411,08,13,7.0,1.0196481770463897
ERI,199411,12,2,-4.0,9.25925925925926
ERI,199412,01,14,0.82857142857142851,6.3640669983820768
ERI,199412,02,5,3.0,4.7797909407665475
